,Sales
899217,7640
821335,6315
188653,5671
323741,5010
558509,15114
82653,6793
465794,0
321097,5843
435096,4584
698875,10093
960889,6028
194768,0
288261,7370
633749,6561
491386,9833
215171,4945
542404,16086
729752,3450
667668,12477
122099,4938
560317,0
275063,4574
19012,6954
865936,0
844462,10737
629580,9052
81571,6212
697478,5128
140534,0
595888,2412
96889,6240
424202,7696
832924,5558
415331,5387
439979,0
924115,8217
583890,8679
668140,7483
188337,0
607438,0
932642,3992
261514,4702
812483,7159
1002928,2778
699849,10111
717135,16839
838662,12744
541999,0
111922,5570
16328,5609
427053,11501
104124,10550
501044,0
124306,7297
666821,17301
917657,5590
644134,4704
785049,0
46671,4119
79662,4547
428946,10838
57477,3430
310303,6437
491847,0
988198,5914
811554,5617
123772,2674
381408,3856
180451,6067
1003665,0
31769,7747
41853,3968
603774,6555
187637,0
146608,0
198185,2004
684194,7623
74783,0
345931,19944
791546,4257
887702,0
960871,10230
480570,12463
31381,0
185012,5095
54986,0
1000950,10004
384193,13847
300893,5252
145089,0
1013668,14072
133310,12324
921806,6313
986768,7146
979095,5423
44465,0
643860,10295
567825,7775
343925,7652
235420,9362
17000,12432
632400,5930
663978,6923
342013,0
723655,2361
498083,5108
222304,6776
806931,4229
443413,5140
658874,6071
193995,13472
339519,7340
767330,18818
939681,6026
859133,6507
204386,0
253916,7666
397854,0
393542,14910
688239,21574
519366,3643
965748,5449
596818,6904
409598,14128
195709,10054
974275,5919
830932,3848
318089,5979
974202,4157
263024,5985
448655,12872
861525,3736
158492,6290
921547,13877
641744,6559
469285,0
787743,8161
553333,4649
244044,0
195944,5132
660566,0
747619,9919
539542,3306
823712,4789
319528,5349
570537,7908
681199,8677
156442,7272
718532,2449
324807,0
428580,14042
242350,9911
690040,5452
446570,11681
144797,6843
514008,7352
355723,9786
197777,4483
127925,5060
523986,3928
549226,4501
689042,5018
545013,0
760183,0
77107,5246
154724,12688
511793,20043
689097,6218
933937,5230
206490,7578
427301,7378
897130,3272
907048,7515
149624,0
189362,3751
136566,0
144563,6859
854655,0
527,4935
876735,8647
489917,5607
605296,5260
473585,3420
532599,3134
564695,3401
318184,0
419828,3549
946681,0
652012,4729
569432,0
37172,5648
19818,7947
634164,5244
61790,0
810287,5890
995677,6153
148877,4456
719224,6443
333252,5841
597281,0
791273,4075
138765,0
1016458,4000
474118,3866
325178,0
27409,4400
806150,5885
166954,0
8316,4559
777046,12551
706269,4009
559500,9676
616314,7815
759867,6096
563896,5287
459588,0
384675,4672
240785,6676
981286,0
529190,4372
377410,4981
338726,10424
790293,3689
767426,8620
129336,5265
965353,10372
1006762,6271
124067,0
994045,10440
788944,6676
693359,3671
397105,0
241604,2429
186385,7104
139374,6102
1011191,0
809606,10091
290804,15973
142123,8589
388441,3809
247875,0
847499,0
7419,2471
945248,5416
345963,10361
69767,0
324899,9181
913097,7199
906777,0
816772,9874
1005311,5593
153144,7427
392659,0
485900,13395
638992,4371
957699,9177
478090,11182
922319,6045
375548,7740
357292,6664
195912,4318
342970,9088
627611,7746
400711,6203
63957,5832
913033,6013
425046,9976
445046,2546
854457,7798
833671,3416
161489,6351
515452,0
281487,7073
769584,5027
214636,5547
211337,10077
388732,3235
956312,3588
533028,5974
176777,3661
200385,5449
718427,3567
633915,7620
844944,9180
421502,4804
465475,0
824733,9609
365233,7706
463719,7364
381958,6033
634516,19413
894730,0
816801,6876
526649,4313
543836,4238
900800,5407
368859,2617
640168,3334
778814,5088
109303,7240
513138,4715
465481,12230
1016666,5152
455570,7385
627947,4926
506796,9729
1005740,7679
553813,5901
252990,7639
282409,5290
338575,8425
110217,4189
934788,6950
132596,12261
370445,5754
505375,0
146026,7264
590690,1559
904208,4509
251120,1717
716222,8607
105991,0
538395,7473
525934,4847
741024,5352
423844,6631
703451,6148
868055,5395
658997,0
602181,6912
183391,0
223366,8584
26255,5425
760472,6458
678903,0
262638,8009
920236,4944
573323,10525
187529,3479
676539,4169
504710,5418
978767,4638
610505,0
573338,0
451702,3390
963548,6221
503159,0
605281,0
872006,8596
682875,3584
474381,3468
352336,6861
702776,3724
958269,9106
427199,7621
235422,9749
577626,0
350140,13953
440286,4748
848736,9209
1010612,1789
587967,5092
7355,0
43496,2684
58098,22227
915933,4688
868966,4744
88987,4262
1001616,5079
845176,6102
839787,6243
395159,6881
126031,0
577050,7676
279114,11903
787822,8721
170208,4490
928642,0
695253,5049
332288,4059
965193,7756
360395,3538
722821,0
323043,6713
223488,4921
503332,5460
592368,0
404645,24378
82123,8283
468150,21969
330684,5383
861253,5268
10283,9449
612898,0
644290,3573
225016,7487
313395,0
123848,3508
510169,15601
230469,3751
127804,4208
495257,10558
343691,8533
389765,6897
515799,0
677767,6827
426613,0
478897,0
405780,6553
881402,0
26248,12247
582879,9817
399228,6373
667650,11968
628809,6322
976190,4957
239173,0
761790,0
302948,7870
399305,2915
867381,6173
238774,3955
898336,5988
930249,7132
295771,7100
850690,5482
325337,10305
180464,9016
800695,0
259966,8295
67913,0
753802,4299
10104,0
754101,2613
355970,11193
621674,10028
855756,6653
108686,8124
145392,5875
393393,13509
157366,0
257204,6495
484000,5385
772335,11429
77085,4420
391706,6830
578654,6728
140225,5166
333094,0
420318,3448
648239,3719
626044,3347
187227,0
258252,0
275201,4104
794234,6512
280724,7378
997178,7689
41329,5787
679042,8124
838931,4178
514609,5612
267362,4219
162468,7783
462309,5670
245648,7543
358981,9223
952843,6582
192266,9320
664286,7455
395982,2771
762556,2491
806561,6229
765464,8128
319548,4936
952026,6485
861698,6727
306527,6077
286535,16716
217017,4533
786694,6415
604645,2780
489760,5996
52357,5493
400972,3637
919698,4246
839605,11079
80434,4421
111863,8310
429871,0
367681,11241
847124,6673
750919,0
490352,3230
778403,0
800192,5344
972978,4787
118244,7326
725455,7016
833871,6723
14804,10512
946081,6572
679276,0
235255,10006
848098,0
770670,5372
498632,5311
658358,7360
68931,8349
502816,0
490801,4642
524362,4300
324353,5946
657238,8588
377306,0
907400,0
700944,6097
101047,6620
256046,0
624888,5520
732905,4499
841196,0
409548,10129
618152,14974
463281,11720
214262,6526
280908,9235
673716,7287
792880,5833
22274,0
32473,10609
474102,3541
847702,4140
901746,5740
327361,7981
933626,4277
878816,9832
231114,5590
702939,2730
319160,6106
411470,5078
955060,3565
247868,0
315840,3722
287423,6106
154398,6881
485071,0
606029,7533
238832,3530
353194,8528
823002,10413
884550,0
485160,11629
574422,7629
917689,8058
222888,7007
86493,5891
938018,4213
596558,8654
428415,9054
957910,0
606293,0
900531,0
607988,11513
2247,4157
641965,0
384110,7248
571046,0
761733,5466
882225,0
307230,0
852309,0
508579,3087
918568,8394
544999,6617
16926,8704
665633,0
247717,5881
901772,4444
675021,9228
888935,6724
861062,4816
846611,6286
29658,0
100965,10646
787748,7109
385783,9957
253091,7084
851235,3425
585047,3568
317087,7562
886949,0
991685,9070
95729,0
964528,0
434212,6848
330904,7167
15160,4348
162493,0
240072,9997
107108,0
574777,6315
847738,3044
578743,0
861207,3672
236675,9351
964636,0
2130,8508
764481,6572
494945,3071
992211,4946
737441,4351
411465,0
210504,11568
876185,5884
662261,0
496695,8103
264137,14272
743695,22474
60493,8276
53608,6029
404854,0
905891,0
702000,5738
615585,7079
654918,7323
682097,4582
852095,6763
25232,18474
41870,0
687432,10801
326563,6985
342880,0
826407,4163
95243,4569
427858,10822
98010,11792
246289,8125
388237,0
351389,5186
168803,6171
347930,7198
886695,6072
223977,9056
454576,5663
536837,5571
659604,4675
646163,5893
196109,6223
398097,7476
178901,3346
404965,13570
169298,0
957564,7321
874382,6563
380650,0
397556,7927
940824,7865
385063,5174
741486,4718
693018,5969
347161,0
968922,5141
284219,8590
468482,4523
689704,6218
220351,5770
532587,3137
761958,3905
20119,5263
36231,4025
304406,14635
381015,5785
98923,6202
269423,7721
499457,4970
496817,13712
781284,6339
580738,7764
447104,10381
553411,5549
653313,5691
630472,4965
175479,0
717398,22459
598272,0
77719,3877
670344,10893
532418,4826
37554,8922
795519,4453
45545,3792
306501,4757
669762,0
289388,0
283100,3960
650849,5654
356938,5673
65379,3148
39564,5761
731719,5038
940203,4932
283123,4603
504980,0
3459,9616
148107,6050
454099,8421
445337,4366
316414,8067
605513,5563
425272,7890
775835,6470
623550,9584
222733,7242
517704,0
444686,8543
689816,4905
40789,3792
292531,5240
393205,12587
657785,5575
606364,7839
36557,3579
653304,7063
174362,7483
72829,7524
521644,9968
270546,7548
792146,0
1011241,3693
951016,6584
148093,0
607570,12715
237063,0
641974,8605
83064,4558
239962,8184
64390,6749
632101,6188
850201,0
918373,8048
42561,6142
17466,5118
511921,18421
807708,7929
94178,0
451085,0
912664,10148
935756,6624
200033,0
15056,5843
545120,6803
382848,4226
74393,11359
681148,6099
998353,3543
183472,5723
261849,6062
730315,10928
577086,5088
135426,14705
476047,7970
369475,5172
244546,6783
474393,4416
950871,0
77435,5582
784098,3112
150901,0
161150,11149
272015,6316
477412,8017
493534,5284
739630,3115
252897,7439
361950,4477
934672,8579
309195,7644
286393,2578
339159,0
622332,10174
850173,7828
687270,10041
329456,8804
55908,3674
998928,4273
500030,3561
807973,5317
789858,4470
187921,3488
811965,7911
967781,0
845188,0
54329,15936
613149,5872
123237,5332
55994,5535
737037,6503
22700,9633
897418,3864
863921,5590
865623,6141
951105,0
827092,2052
365457,11485
694389,8696
499937,3959
271998,0
530683,0
629037,0
478405,9969
210406,2048
63991,5669
180864,6798
591941,5815
666037,3808
602741,11865
78372,3792
859567,8124
354606,10098
158333,4106
753409,10680
487558,7164
467811,18642
336180,7980
516691,6886
424588,7112
898062,7817
997349,5951
936269,9381
283607,6171
606399,7753
796341,4120
242384,0
844582,0
607232,6478
877057,5283
492527,5843
142081,8941
590068,0
570628,7254
334829,6025
896777,5853
769702,5199
821223,6174
771560,5796
256604,7379
240973,5565
235734,8286
502211,5001
36242,6506
400577,4835
838624,8759
954734,4330
138163,0
401264,9030
151433,7211
305676,14278
915594,0
52690,3975
560908,7369
641340,10162
297105,10902
700402,8143
421023,3833
690681,6553
67901,0
639049,3757
912811,8727
713848,6085
901311,7579
802102,5860
239156,7905
454387,6189
499899,0
618302,8796
498225,0
192535,7437
666504,11050
852070,9213
472664,4838
9145,5743
522915,9299
925365,4718
678330,6506
450329,6509
165218,2872
479593,7170
632145,6766
387967,0
735294,0
446972,0
604376,5204
383524,4318
235648,6414
504213,0
545352,0
436634,7326
532722,3817
216164,3951
992891,0
789287,6193
96293,0
450362,6518
619515,0
240366,4059
90748,8644
157552,5543
697212,6841
354254,0
334013,3976
415338,4879
932283,5680
308071,5925
75166,3029
677793,0
643607,10357
736358,10536
250662,4126
83188,7677
425420,10839
971547,0
708135,4422
112210,0
881554,6480
130429,5749
978473,5500
66312,4690
290870,12760
307174,0
463065,5329
571114,7732
621022,7886
326913,7757
200245,5324
25001,0
591161,4493
419478,3596
651518,6241
440281,3721
441800,0
939963,0
584245,5261
230140,2936
586406,9722
739607,7254
869228,5540
133538,12839
289367,0
165736,2244
774544,6894
310868,10766
208113,7231
138264,6544
770042,0
44180,6177
453433,9419
460240,0
117146,9624
211248,7804
988767,5854
842904,10465
777126,10303
976728,0
888902,4968
790066,7626
653785,0
190978,13231
362679,3955
621213,12502
617346,17043
185181,9121
22427,8014
670431,0
964175,6504
680426,8151
593492,0
254585,6288
409795,11396
584018,0
179008,4689
146027,6532
787715,9389
195174,6128
565919,4582
3665,9901
371988,4803
352701,8897
634400,8909
239984,5895
841152,5937
412694,4971
533280,5077
827565,16051
965759,14381
512529,13679
233768,5252
293539,7160
890504,2758
884224,3523
258979,3424
369418,3837
435825,5561
653660,9504
599494,0
113891,0
265759,6723
163079,8203
657166,8696
862593,8728
579674,3972
617622,7617
20736,4027
269539,4467
221150,4353
985280,14298
400915,4267
421529,2495
998284,5523
341162,0
800544,6857
830814,6366
482681,9044
887653,0
203436,4576
787177,5924
234132,0
713026,0
573957,11679
363962,5321
66967,10621
747772,6124
289136,0
879351,7233
653350,7252
584394,3398
255260,7817
645220,0
803226,2839
268152,7274
745623,4425
324811,8178
454929,4581
138367,4296
24749,11836
578735,9151
625178,8846
771155,6267
303958,7646
744702,6680
635032,11830
67950,7068
544471,3487
809799,5262
711077,10210
148016,9397
841450,3691
203983,0
922769,0
96507,9102
818141,0
823329,11157
81099,5246
923088,0
324059,6309
315802,0
165584,4054
139083,13007
642786,0
888144,9259
82638,6974
925670,6209
923887,10608
413530,5830
228256,13562
745345,4090
480875,8815
660750,14389
881295,10152
521822,6692
68371,6065
762317,5148
255853,3847
660636,0
331509,6234
827163,5633
839483,7597
761275,5723
403507,3890
626320,3063
364893,7413
791275,0
943546,5551
673992,0
319238,7075
990054,7626
301073,7325
712853,7204
386620,7283
293457,0
261689,5889
979854,5958
385520,8915
673191,7534
539193,8159
151713,6403
416430,5278
929383,9809
786327,0
339873,3861
292366,8960
146284,5925
530429,9690
652846,7638
439182,5895
280341,0
566899,5922
71604,4902
252713,9073
45693,5500
344184,6405
906292,5019
256219,5315
942320,16161
376619,7262
184368,5991
656064,5692
728359,0
259714,5822
655206,7689
415829,0
706131,5929
718557,2869
34642,3630
463168,5342
820140,5485
662783,3288
850508,5634
113799,18983
711736,4550
65583,3661
415316,4645
429036,0
57953,11519
404727,9902
828070,11281
358151,5939
887129,4268
20504,6777
167786,3187
902041,7713
979098,8397
189656,2429
386460,5346
561680,5354
180188,8622
986014,2661
636437,7268
968649,3987
857542,5958
327894,7664
685772,7956
214751,4001
150221,4328
267130,6200
507277,5626
605395,8336
671137,4294
849883,2889
585744,8666
798049,2674
10369,6078
599119,6532
427758,0
532472,0
532854,4530
274550,6907
770144,5940
433498,11295
423663,7383
944120,0
61815,7152
367606,10745
434588,0
98602,0
936705,7322
223489,5299
93335,4484
571980,4094
682880,3797
872031,0
518315,4484
995908,12276
462454,6480
196989,7281
432658,5422
733583,4955
698887,19712
365984,2823
31250,6974
397338,5376
376629,7035
305750,12563
789167,0
273763,0
458159,8330
84460,4770
368906,3618
828252,7493
302866,9271
5082,4230
817242,4302
861396,6202
699008,14103
288390,0
344793,5132
665488,7667
40033,5861
786712,0
439582,8511
25671,0
890623,3394
643482,7171
520234,6614
1008681,2670
658653,5941
292623,6623
913820,6931
562683,5628
347275,8427
840868,5766
244515,6133
521030,6207
528246,0
555798,5308
829957,0
47739,0
322029,14011
159585,2671
865365,5762
949863,3035
162853,6222
50230,9279
984268,6470
853087,6467
822590,9014
170843,9406
355023,14999
468770,0
552606,0
954026,0
773927,6382
655389,10283
566054,5446
266794,3824
935425,11621
882619,6208
742956,4460
709688,5501
888320,0
344820,4629
25061,9295
21757,5913
371024,3627
887307,4574
98243,6272
624835,5562
150148,9997
294082,11915
674471,6676
848296,4778
544935,5960
949353,7612
841984,0
145084,5717
983852,6133
386364,9014
44912,4837
18751,4874
930764,0
383107,2898
913280,6959
585014,2940
682663,4881
797416,5343
473074,4384
241564,0
209356,0
66929,0
643819,0
392523,9572
1016520,4581
752067,7522
716594,15305
949966,3331
727267,8298
264400,6465
205130,8331
792799,8061
542905,10601
377325,6139
897443,4110
162682,0
351797,6781
329073,7287
172114,6898
180102,8241
604133,2454
470374,0
953050,7609
870460,4777
22462,13579
507436,0
937304,4286
403108,4219
445326,4002
232446,0
456633,0
929148,5945
492037,4261
35748,3623
469651,8575
680293,0
234916,11065
175131,4548
590589,4534
998148,3347
842563,6797
596066,0
526371,9028
960101,6125
713758,0
695351,2920
803490,6626
16225,6846
699937,13954
403038,4382
226058,5683
281316,8850
813593,6141
945098,5458
491713,7670
745891,8360
167751,3911
858432,4580
972474,14755
74198,6930
300992,9094
415655,4452
755717,5722
448357,9529
772235,8980
198886,5578
973596,5174
728951,4038
947738,9549
679346,3622
652754,3727
166255,4978
862142,4737
960000,11189
634784,9164
109879,3144
8224,6617
1000546,9380
94042,0
275976,0
306378,4012
795959,3578
231576,10771
262445,5956
749203,0
50002,2361
660311,11506
341882,7857
420359,6746
83390,6810
318158,6030
512637,21784
987462,6165
40754,7055
19469,3120
254548,5847
632147,8941
224435,6449
967746,0
613983,10136
862061,6432
690030,0
657514,7999
729192,5028
683225,3596
688564,16522
4782,5587
459892,5174
561776,12489
357510,7443
585537,6330
495513,0
52587,0
676853,0
465549,0
777168,9792
786072,10466
69195,7939
783474,8304
946138,5562
212185,16427
121436,5067
381720,6991
11313,3164
849049,6496
264691,5114
905352,9164
58595,6017
523455,8594
645996,5381
124417,8056
609502,0
148469,5580
664256,6361
694252,8022
54459,6609
486570,0
607965,7151
724636,4952
619602,4836
801354,4792
193089,0
163960,7814
113986,11750
15472,3253
852197,0
387777,3547
56502,0
576493,0
408374,7091
770834,12702
58284,7562
5815,8775
853955,0
417367,9336
763466,12424
541782,0
977657,4155
896376,9782
462698,5645
736576,6755
650717,2598
639566,0
428648,14248
150284,6354
914912,6795
849996,7473
250357,1850
266612,8287
9052,5012
899803,5645
227711,13289
817609,2153
375241,7467
560640,10344
971753,10583
583027,0
465411,6744
493770,4731
914956,6248
520321,11357
335302,9495
364059,4778
747197,7475
963250,2842
326581,6944
387568,0
436783,7501
663563,11784
673008,0
369697,3319
136010,7250
377179,5347
200614,4772
995844,15037
674251,0
83076,4129
346845,14423
48790,4378
916470,5120
925166,4269
619495,10448
565830,4400
67994,3820
644043,0
536617,0
519635,5277
199182,0
689232,6427
717843,15289
257640,6179
292858,6685
880659,4747
636522,5652
592222,7349
333704,3681
188851,7675
116654,7870
175369,3828
567186,5713
467398,18938
97925,0
226355,9191
789907,4432
669342,6849
887972,15120
486195,0
213926,5241
216327,8209
827878,7918
199697,0
619417,0
487226,8199
54424,8710
120897,2843
156662,6653
246472,6165
697829,7149
83259,4668
511472,6206
511190,6951
442421,4033
296277,5404
415584,0
561672,0
321789,9244
38986,7516
705736,13574
560256,9267
206208,7397
546534,9636
185994,0
244117,6074
581790,6804
948671,6644
24129,6294
196249,3399
376001,7059
966166,7647
153422,5123
301043,4068
448812,0
115253,0
726769,0
391343,9710
872313,5973
999176,5717
647245,9607
796782,4865
507188,0
368677,2436
395025,12247
125472,5902
585423,7660
839830,0
405343,8059
54392,6938
18638,0
378433,10111
642023,9664
739302,7276
20937,3555
572591,7788
177333,0
668314,6133
183024,6561
1002440,0
647818,5661
646989,4937
355195,16005
812497,5979
554530,4882
607752,13289
510026,9793
85206,8229
541611,5245
838114,0
301361,0
179627,10203
864814,6005
564786,10025
196353,5250
644126,5841
488628,5429
852897,0
677912,0
789163,6179
447813,4883
283920,0
833041,6382
653745,4955
220588,8202
296999,9942
349234,0
124705,0
648183,4894
751383,3702
348759,16836
738797,3976
890692,0
780510,7774
966768,6170
99830,3533
786420,10584
38115,10093
549698,0
240711,2369
526039,5552
539100,4973
959122,11073
334281,0
857983,6964
751222,5178
24371,7462
815904,8545
951626,0
135697,6352
363652,5330
886805,5121
617633,7290
368679,4767
329539,9535
63008,0
881534,11718
389130,0
863795,8155
569212,4351
442867,4559
583211,10467
328217,9215
702,4583
274,4042
166278,0
523659,4931
143712,13540
807606,6315
962498,8288
721906,3212
485749,14544
217907,6446
969252,0
515239,5583
972301,9007
260013,6942
604364,6265
350826,4618
982124,5700
609064,4880
968788,10574
496782,7342
485844,8453
771578,9555
47563,5746
169759,3650
644895,3843
793021,5285
845944,5074
487677,11920
188922,0
697541,6016
361375,8323
354210,14286
292116,0
788397,0
449303,6628
102361,5050
233617,6416
959357,7083
242861,10448
816461,6323
761006,0
875364,0
1007224,3950
460471,0
74751,10264
928861,9817
925948,8534
667466,12871
497652,13186
711377,6002
292999,7525
469868,4927
519439,5334
691550,0
939775,4349
540962,9755
691848,8198
62276,11364
808034,5272
848230,4349
12403,0
955490,0
784263,4507
485150,14850
119514,5594
304452,11270
395967,2090
847928,3657
928582,0
86717,11416
191609,2834
495202,14911
996095,10630
472777,3449
312297,8714
104307,7426
343625,4252
332879,0
708877,5897
32530,9045
48534,0
348563,5110
543183,0
713996,0
454392,0
5256,5055
349609,0
137204,4826
285222,3996
1005029,0
838185,9455
718833,2674
964857,0
550060,5547
300524,0
58330,0
621720,7111
719275,5863
608127,7817
490234,3594
495725,14426
902783,7921
155987,6197
696467,9289
441129,4397
506441,6727
346770,5083
692997,6582
111600,6488
653753,6454
70544,0
150114,0
606732,8775
744928,4759
964145,7551
130231,6191
532040,6146
810823,4855
298591,0
124872,8845
68170,6214
230020,3116
1016759,4481
758905,3722
891821,5636
21554,6336
673800,7181
49084,7421
74719,12658
405258,13392
289315,10770
228536,7382
556628,3784
258790,5041
572214,6569
592107,7300
984017,6834
614191,0
517905,3431
634825,0
705103,6367
382805,4166
534437,0
316623,0
734217,7736
836841,6300
594345,0
50176,7749
355464,12396
778934,8405
976503,9154
609823,6143
489778,7011
579244,0
627869,7769
233721,5922
51069,0
1007700,4744
383227,5316
843947,6878
710034,5070
245222,10415
423430,11981
927824,9376
727907,0
257800,0
246219,9712
825138,9161
401370,0
510385,0
306722,0
56844,7272
154624,6452
558101,7126
532674,5083
876970,5015
731482,8045
379638,0
907518,11138
86478,5925
503960,4927
115947,7204
83515,0
485456,0
718679,3000
925623,0
632150,10341
431181,0
436273,5071
589319,5552
463638,3905
562499,5330
628377,6138
401600,6757
107994,0
331466,3888
900890,0
402368,0
81168,5072
834514,4108
801904,9001
484138,5116
6474,12517
273778,3789
931781,0
464345,3616
978508,5804
634261,0
242745,0
643947,14538
340311,5984
889048,0
876355,8235
814887,9497
874533,10644
336850,7094
110961,6126
331400,3056
524767,5641
552368,0
814551,9650
106097,2212
924116,10968
169660,3883
311563,8219
51939,13098
846883,0
166862,4730
591026,1503
383426,7746
558086,0
855888,0
305770,15249
34192,6884
502065,6150
698093,0
222203,0
158882,4076
495771,12684
390053,9313
438429,5581
811405,0
961166,4495
813307,6080
26211,5615
692754,8395
490048,6381
828991,4137
789037,6187
777872,4641
967117,9668
33105,5319
832291,11306
553396,5110
21346,8234
414035,9099
338727,0
596403,9412
129159,3011
509047,5557
918790,3684
534175,12926
591345,3432
911929,5700
853853,0
560457,0
761343,2199
531248,3539
370117,6666
892351,10349
197593,3537
874640,0
626856,4415
668592,0
944159,2254
509502,5705
634437,12259
778669,0
649068,13283
700307,14307
403134,7998
853460,9701
79200,3236
681292,5345
688993,7525
706573,3619
649049,12861
207977,6373
963215,2505
266582,8432
777844,6436
137758,4782
230415,0
975191,0
682585,0
887296,5808
587294,0
639002,3380
515056,7170
502490,7252
595726,0
696958,10267
128087,5606
304738,14298
182180,6183
938502,7106
718813,3630
802466,4369
534119,18718
770357,6834
819223,0
292870,6955
38746,4338
632050,11825
359638,8777
823337,0
981123,0
340828,7889
1010422,0
956347,3299
408314,0
673944,8185
142647,0
690422,0
726192,3245
120079,4726
400767,4069
43833,3798
366644,5204
93561,5176
109420,6488
372928,6971
826615,0
785213,6662
201004,2199
967538,8133
354664,0
1005013,7202
700537,8863
403417,0
188062,1887
650320,0
403771,3894
714272,12626
260415,8930
180923,6891
870220,3618
117817,5650
392028,14238
286375,3947
340628,10225
308277,0
374969,8868
696167,12840
805278,2492
857875,0
25701,6638
924941,4388
86778,8253
303709,5863
101638,5093
787229,3988
872985,3643
365235,4123
590394,7212
297631,5117
34819,4203
609211,4681
1000301,10055
193523,10373
972568,7454
768412,3559
18160,7282
1005005,0
111942,10581
366533,0
723416,0
327937,5820
959040,4678
107743,5103
372889,6047
35643,3173
34188,3995
970900,4892
674299,6028
686242,7473
418137,9953
384192,0
852072,5005
364119,5694
596505,5325
824586,0
136112,8129
94378,9974
88851,5150
864986,8634
337302,4235
36207,5222
574103,6584
117959,7321
124976,6275
917001,8094
326875,6035
366827,0
366274,0
529054,10122
172083,9380
33587,7353
967008,5807
525263,6920
823937,7124
65363,3356
835023,9438
630303,8116
517380,4479
622805,0
775695,4296
419433,6231
1015474,20828
766560,4241
215433,6579
687234,11220
661836,6815
29939,7885
847374,7582
628054,5769
931592,0
1017008,4669
324474,8169
299608,4060
876150,5815
973581,4726
842798,4171
584846,4113
99528,7035
60207,0
276627,5360
716203,11996
56841,5015
614837,4093
897493,0
324157,4469
129403,7768
521322,8928
820793,10538
787901,5115
185914,0
610811,4644
277622,5206
954672,5853
614782,0
884109,0
62921,0
167915,0
813722,5613
156454,0
684701,4084
202423,7600
232160,10679
650710,12476
827179,4838
250987,2464
3161,11930
558111,5248
391818,6158
941129,0
695846,2926
396870,0
527523,7876
889226,11848
699913,10706
677801,3407
835159,0
294773,5837
443033,4918
466528,6453
725664,6434
997748,4461
81615,6782
1014706,6289
476516,0
763876,4660
561223,11483
189532,4040
491451,0
772369,5232
920434,9605
792927,6752
683579,5872
990324,0
153439,3997
816710,6489
71033,2396
725848,0
716464,9223
827730,12324
54260,5609
119257,6905
358653,5136
403488,4323
857059,0
68969,7774
61207,8249
343380,5781
314645,7748
158283,5820
184032,0
194488,0
183879,4631
447266,0
30329,9534
716140,10901
130742,9555
665339,0
321317,5340
215138,0
59906,0
672132,8404
542415,20537
102929,6206
957037,6342
464905,9489
442806,3991
577456,10208
387388,2696
884735,0
859608,5194
502901,4547
63968,0
342802,7246
844616,10054
960856,0
279470,7714
784313,2994
502950,5841
533283,4838
423683,7243
866177,9561
190805,19052
414194,7738
837722,0
255863,5631
678613,4185
838483,3998
764714,0
589765,6237
690947,5648
886980,0
590512,6955
129174,4518
259545,2288
562671,3261
344743,4160
357645,8676
186673,16837
271596,10253
552312,0
815437,6349
124749,2784
23449,7154
365760,2774
583537,5702
568766,7531
471778,4053
317139,6899
985414,6170
74395,10334
124759,11985
689703,5517
829646,12580
932266,5856
616214,6271
542202,16379
247210,0
215546,5774
448329,5618
318804,4950
114820,5040
696820,0
932268,0
31431,8345
878714,9026
353277,0
439837,6280
944253,0
152274,6527
752954,14295
806306,6920
419200,3012
844138,7006
458142,7747
840250,5357
947020,11567
773651,8826
422185,5366
682136,2403
556777,0
277403,0
386635,6228
1014755,5450
763314,8677
874087,6080
163386,0
898339,0
822358,16410
713992,5626
219640,4852
129200,3726
272346,6506
496464,10771
264082,0
121033,6121
353621,8482
950509,9131
755928,0
520660,8949
793811,0
668826,5859
907624,0
38226,6823
13930,4809
355249,8436
958763,7743
199660,6620
201875,0
946047,6894
485678,7175
478199,9641
319661,7420
514094,3836
765005,0
313052,8516
508821,2321
568848,4803
466168,3730
787473,2345
560611,0
491581,12070
570305,8322
304327,7266
943123,5042
188317,3402
536149,5589
788865,9810
773795,5891
677274,6312
292566,5561
631458,0
75006,4003
502584,5746
854654,13190
164684,4058
260445,7007
366074,0
111756,0
737220,0
676718,3442
172609,7355
624630,4978
730054,2956
963816,7660
419718,3355
118503,4324
428260,9386
246605,5616
588234,0
582467,0
471783,6653
966046,8727
791929,9642
149168,4795
661622,4867
875632,5482
593464,0
401123,4215
655231,6100
481499,0
615204,6022
768395,3161
551606,5967
747262,7835
157220,5712
997452,0
173341,4705
125406,0
119384,8897
275093,5861
51210,7520
677396,8240
105106,6153
368505,6673
343497,8993
421019,3609
202272,10479
524354,9123
249283,2896
247179,3876
268569,4737
443456,5107
934983,8684
209927,3844
705956,3713
378338,5179
397241,0
11597,3829
829229,5460
549624,7079
946426,5123
423236,8231
471277,5239
974496,0
292136,9544
760531,3942
710417,0
205645,6304
249537,6572
427679,8749
886308,0
277695,5039
191001,13061
429646,5954
509958,0
263270,0
289912,10269
750907,0
689494,0
483547,3336
556913,4887
320511,7028
528995,0
442678,4632
353981,7325
798921,4948
983157,0
897904,8166
680136,6742
497243,0
906197,2187
512159,15846
830518,4706
447506,8115
479710,8057
195367,0
940300,4029
555473,7944
56849,0
64597,9124
79798,0
520774,9390
512158,12313
181588,3179
814289,0
508123,0
684192,6577
576750,9640
854825,8527
700658,7374
965410,11138
48459,6220
418366,0
339777,3170
820688,10987
494983,4809
484027,5093
769337,5027
