,Sales
416829,3129
129355,3886
859621,6432
536056,0
644604,2689
614035,9685
604076,0
476350,12215
855013,7931
150705,19747
650131,3326
536115,2967
564659,4819
407269,5240
580951,5164
618716,5084
905058,5222
9429,7185
938671,0
998088,5619
908768,6003
999712,0
951481,6275
316447,8686
159834,7036
689255,5045
790188,5287
989295,8034
713785,16578
707183,3686
47492,5893
998072,0
639126,3633
21517,7902
280046,7249
669184,0
726424,13189
235880,6745
219674,3116
136027,0
499071,5416
194034,8517
551251,0
684302,3175
854682,11954
697083,0
818482,8824
18143,8649
434186,4951
738511,5377
249337,3266
24482,13475
2807,3938
983336,0
575685,5998
129806,0
269427,4570
279125,9593
218738,0
446339,5879
307193,10733
800758,0
586662,8910
200408,0
295656,0
551407,5969
402099,6438
1015362,17442
395409,7965
510363,18229
35141,3089
985735,6914
938362,5737
577053,7066
582738,15520
151617,6279
983415,6291
458947,7338
63040,0
627260,5053
762156,7777
772805,0
541656,0
215026,0
888596,8843
454102,5816
671259,0
295964,6732
94123,11414
852,0
25964,6477
962462,8727
566248,0
230240,0
158093,4853
537492,4862
364114,5435
326616,7230
963697,8016
447634,0
964597,8135
280904,8013
637595,0
533469,6791
81502,9915
429593,0
571161,5249
770248,13459
955419,12787
900159,8318
987170,5966
33533,7061
875689,6101
948135,5490
492134,8922
541151,4311
339327,4440
268953,0
522773,0
66365,0
542573,10641
564829,0
952268,0
400803,6014
273779,3987
729517,5362
676888,0
439615,0
866034,6609
598249,4593
235894,6520
786546,0
200463,4659
489188,4449
248094,6765
821789,3466
445550,2946
386557,6794
76033,16522
743046,3576
563424,6177
129703,7190
7609,8863
164464,3469
586969,8116
643424,10071
59468,0
54624,5539
974021,0
718671,0
801170,5984
257592,4428
422220,6790
653989,6229
796839,4760
771211,5031
382926,3606
916315,6557
552305,0
143261,8431
135388,10227
1000125,15252
898368,0
589274,0
965029,5335
237385,0
83288,4398
809464,10436
351748,8013
980502,10780
21465,6852
469572,0
550456,8777
940117,0
161491,7846
976694,7311
696822,9093
9619,7232
533805,20026
206400,6417
940013,3556
692095,7540
197759,3251
580194,6892
881872,8862
105259,0
708189,8431
257653,0
261239,0
173638,5174
679888,5920
498741,3505
417701,5708
488665,5521
343109,7347
471251,7131
679036,0
14605,7398
490702,3656
557041,0
252289,6006
864878,4272
94868,9765
898289,7196
1013982,12141
600183,5480
45638,0
552694,6064
625638,0
994506,2647
549746,5356
74786,10537
507976,0
984679,10603
857967,5957
335195,0
573366,0
375506,10988
162714,5629
737570,0
448899,9531
831890,0
188367,3299
290943,13538
20509,4142
49705,3404
732566,0
38863,6840
796067,4774
84061,0
788654,7144
636221,5771
952923,0
475668,8288
712483,6015
420887,5147
409022,9458
838865,12496
922985,3972
46804,0
795041,4626
531251,5215
540834,6543
360445,0
29911,8144
881535,0
469416,7829
305137,10861
1016763,7759
892564,7350
92996,5032
147862,6924
138754,5766
327645,5492
610058,6113
711724,3877
115582,9410
757836,5352
223496,9005
90373,0
726846,0
477927,0
781735,6820
79116,3362
252256,7001
161957,0
380425,8453
228991,11272
141229,7679
72941,8618
255298,3615
921001,12377
434852,5397
38134,10432
464908,0
711115,2579
800496,8614
135578,6715
444015,0
769576,4065
198877,4192
547424,7671
567786,0
151475,6129
49437,7793
994673,0
1015499,21598
588765,6462
974443,10205
764180,6601
562749,5862
126673,7115
747751,7600
923798,5811
269864,0
300216,3753
2338,4950
616494,7358
175773,9006
373502,7959
625285,7805
185036,5691
753156,10231
358433,3621
188745,7151
231351,6659
703159,2710
259045,3811
213620,7959
490929,3355
607674,11286
872366,6562
475818,8991
223373,7609
932295,0
675207,0
542655,24317
761835,6044
527570,0
718893,2707
604920,0
590078,6340
189226,4800
853964,9131
892344,4617
260290,8165
225899,3628
1001967,7009
480733,11503
550928,7177
236013,6214
858528,5904
80626,6305
950940,14328
1012755,4509
48008,4214
925132,7065
254290,7076
647775,5371
989655,0
716247,17064
853081,8818
378963,11887
809493,7318
62520,11516
370435,6785
830631,4796
101655,10277
247605,8698
510502,11749
691973,7509
897673,8797
440975,8234
170120,5218
701769,9842
241396,4261
189753,2967
952826,4911
810869,5759
929353,10734
223863,0
203540,3594
731042,6559
639896,2830
704685,0
234137,4735
436269,4734
250462,3142
713443,0
77788,0
161292,9398
971041,3874
168418,7832
965705,6730
912210,0
776943,10636
742900,4880
574884,4446
169170,5344
694758,4340
63658,7494
455689,6542
988780,4677
836197,4819
322495,0
110376,2144
74064,8569
961363,8735
1008994,3833
521726,6101
788726,0
894935,0
344961,6152
809342,10101
861211,0
658713,5894
155131,14642
157623,4277
224857,6843
317316,7486
485020,12352
191327,6272
496830,11844
525859,4327
242294,10419
616469,6009
427603,15565
40817,8205
280622,5408
972638,6011
815291,7575
267370,6122
249976,7447
206593,6938
699571,13443
359700,3916
956167,2953
970637,9677
1012639,4251
486405,0
374039,0
530036,8152
478474,8816
716616,7782
366646,6624
591668,7047
416605,3974
65339,0
88175,8623
326957,0
527390,8323
531987,4918
954138,0
19931,4934
117567,13309
580387,9799
845453,5386
117709,4833
606329,8480
142267,7837
538107,4001
95280,5032
740781,0
891705,5074
558237,6706
791683,4398
590285,5182
832831,7491
399878,0
209648,2156
378348,5633
445187,0
322466,7347
981103,2945
509808,1790
132887,5913
206765,8657
137246,5169
386507,0
154511,8999
541491,4898
730069,0
48485,0
739075,9296
344430,4853
92982,7076
202465,5104
335549,0
495071,2097
642062,14623
96942,7804
566850,6880
730725,4846
889360,0
678103,6411
648993,9379
745805,7578
770860,10943
768960,0
687178,9287
737026,7187
192805,6921
230366,0
427227,6425
547055,5715
932990,5507
361545,11711
582033,5874
332313,0
200515,6446
1120,6837
740391,6228
474915,5254
241062,4371
655828,0
992894,10464
180535,8170
223198,7977
290010,19898
84539,7498
864834,3207
505869,6635
232047,0
136560,4888
796259,4946
237324,10451
948036,0
282495,5357
204469,6681
916148,4761
886510,2682
631586,4547
866056,8916
916902,7802
484530,4539
915241,6261
768048,12198
365829,0
17530,6649
842825,5858
955834,4974
313889,4175
650487,9625
285804,0
172727,8230
733226,0
433185,5911
300841,0
447785,4568
897849,10575
751009,4388
163519,5755
536036,4908
380924,4011
354197,16566
958182,6462
867374,6761
288286,4661
665183,5384
247659,6616
1007985,4263
557720,4528
791404,10246
402703,5571
854265,8964
129000,4090
522418,2422
88236,6955
873322,5463
578568,0
175995,0
154426,6300
118660,3919
685004,6920
815751,7871
123853,0
103409,4326
970763,9320
670590,0
422953,13311
334346,3833
64164,7838
889245,6310
964626,0
40797,0
813182,6676
189418,3805
820310,0
1015543,0
514451,4644
678068,12834
769915,3428
142552,0
442010,0
556940,5396
615796,5140
587049,0
442834,3775
863849,8845
605828,5657
16914,5760
893645,5274
648048,5335
948147,7598
175447,13183
996773,6614
434678,9039
793159,0
399680,9036
668238,6659
140778,2471
36384,4817
581715,4464
824729,12122
650835,5776
748874,5206
796375,3951
523679,2807
829937,7279
13431,7332
507037,3725
88266,10403
583904,7996
547212,6523
950754,7430
678183,8621
701197,5452
932811,5808
291955,0
432628,4000
886683,0
893130,5359
755875,5431
660597,8728
570102,8540
508596,3405
474983,4328
151210,0
704424,5947
426589,4766
319459,4574
1001754,4577
133371,8203
356674,0
857073,0
712097,3876
99789,6529
258600,3136
537962,6339
643770,0
229994,5672
171632,0
585013,3485
146697,7879
379157,7986
367912,9998
126568,7879
1603,6282
194629,5733
225174,6777
714267,6331
887939,9130
176300,8162
578015,5023
394587,4410
200070,6509
217046,5818
839531,0
403743,4082
382706,0
725030,0
918761,3926
991263,6809
456166,3765
777343,10918
112518,4807
253731,4854
34254,0
1013094,5690
44840,4631
993055,9370
118227,3715
867050,0
843389,8252
995795,15406
455227,4113
355764,7491
297355,6419
269398,0
130263,6027
6228,0
360355,2395
956603,3473
775586,5591
980538,0
347104,12304
230518,4017
155098,5158
53450,4213
672431,8888
343134,0
408218,9673
905640,7294
560738,7833
946768,5462
858286,4456
575639,0
577806,10728
49689,4045
789449,6901
868482,5951
943255,5079
336980,11244
645027,0
208737,7323
127284,8483
144574,5796
269351,9780
131564,7209
533206,3271
109461,0
999170,5465
314106,3817
509399,5163
766205,4495
621345,14260
812303,9500
389399,8477
779767,0
979924,9820
401100,0
315084,5259
174495,4790
180470,7319
769004,4593
947589,6930
510253,14175
365238,8029
894424,11265
707846,6775
80268,1944
623625,8076
866341,9363
21736,7444
194154,0
675607,6793
969766,3830
522598,3486
963967,5087
933432,4449
1001172,6093
544613,6585
392585,13482
590215,5960
919779,6169
142057,8295
766631,2374
202617,5102
429719,7228
908680,5921
699864,11156
224404,7508
965735,6541
106446,0
853653,6822
506212,6266
832449,6724
597464,3129
181455,4098
236739,15568
935373,11983
971317,2430
262536,6922
157824,4926
473280,3908
615557,7253
405821,0
345190,2598
582149,2812
761388,8166
901202,3158
120068,6998
909719,3415
307766,6476
688965,7384
603588,8209
776508,0
500302,4400
115002,5153
459564,0
824525,9615
90070,5109
684565,5851
223343,6115
955312,7369
610141,0
830523,5388
1009421,4560
676341,2910
748323,11138
624941,0
519550,4254
10461,5304
938712,5769
878535,8512
730387,6641
160829,9054
591973,6304
554973,4672
995350,11578
451120,0
771988,5937
69976,15295
311955,5423
808234,8208
642524,5870
462812,11876
584548,4643
802007,8515
740069,5351
871827,13261
665404,7407
999626,3712
725956,2678
6481,9166
161913,5461
89661,4305
918262,8657
664181,6188
594464,5839
848552,9049
296017,0
506746,5425
229765,7958
461582,5091
761954,5548
781934,0
242137,11890
119374,4482
67009,6742
112783,4797
287690,3649
159378,5854
286184,5876
286805,9533
500535,5109
13745,5290
177251,6407
359397,7524
884613,0
852859,7520
543334,4022
226803,9540
569137,11781
158456,6050
155702,5608
371982,4801
668067,0
128927,0
836356,4705
258045,4277
449953,7752
882494,5888
81685,11494
85698,5858
284252,5514
626204,3485
1014979,7852
11013,5954
392870,7371
378697,9345
285747,5152
210058,2468
616318,0
437661,0
806213,0
185190,5471
174823,4431
318127,8593
307575,7141
895160,7261
636114,12187
487702,8664
40419,0
895364,8615
856549,7870
656251,6855
661297,7360
560813,6801
493545,6174
210163,2527
38677,0
297739,4180
983012,5222
1016977,4061
1003015,4180
959934,7627
259503,2227
146741,6387
678135,5636
491096,0
874241,8152
974774,0
159626,2334
557236,7408
1006875,6809
915253,5988
62141,6733
848711,6713
724122,3383
467430,19072
481443,0
373949,4932
882385,11476
732773,0
114013,13299
19205,0
481193,9638
979328,4610
370010,11797
500486,5152
115385,3573
61930,0
580411,9137
968566,6694
746613,9502
700221,11705
21995,7789
89681,3938
954889,4037
773326,11667
464113,0
334930,7652
478957,0
314342,0
512019,22190
794274,6056
251680,9475
999060,3779
187961,3538
327928,6361
87350,5528
796674,5229
24114,8410
46535,6160
126680,4949
84074,3725
662790,4904
215345,0
675986,4706
502914,0
537204,5286
438489,3914
227153,8647
795093,7573
234318,6670
513933,5915
549359,4798
698101,3080
499176,3681
703048,3623
228171,7499
813246,9181
443314,0
134709,4558
745545,5717
517042,0
93842,4384
625652,0
123059,6920
543360,3586
912769,8010
253006,10594
992426,3437
615105,14710
231840,0
857752,0
236584,8230
670235,6788
591972,0
20200,6202
373532,8113
359849,5175
841451,4052
395538,8129
610842,5276
20296,0
896515,10084
538623,5254
106301,4547
402106,6463
631146,4244
871657,8525
230098,2773
903748,7088
582344,0
577540,9138
340679,0
170204,7654
646577,2742
55537,4775
967085,8903
126900,5662
569941,7255
889033,6758
49362,6550
584571,3306
591025,0
341527,6300
187188,8129
350143,10151
214462,5111
876445,5300
244554,17381
166121,6554
908620,3934
899946,7121
598666,5315
733494,4706
854294,8779
140872,7441
182268,6597
558486,6407
375561,9492
240731,0
833420,4774
752240,0
956765,4433
619358,4898
864039,4102
281810,8769
122371,4483
96451,9371
636954,0
872339,0
858076,7314
883300,0
674946,9114
392877,9005
347404,9228
583905,9602
521268,5422
956574,3674
299877,3672
672086,7873
252377,9449
680761,9879
140226,5984
721241,0
523282,0
657004,9576
489206,5938
903090,5539
973239,4253
674764,5501
163633,7289
182291,5009
984560,10164
471048,8137
636459,6225
956847,3383
951557,6697
794396,10002
329722,12880
656942,0
883270,3755
974514,5487
350035,13175
913686,5723
592614,5915
1015102,0
303645,5199
235108,12432
918206,4721
986639,6367
695198,5567
388134,3957
134138,8796
556149,6540
426885,4189
143840,5932
1006928,4763
44537,7737
554643,7641
184288,8597
613885,6862
364404,0
206626,9268
9777,7734
934974,7180
833868,7094
935943,8619
949266,4638
21720,16894
538335,4833
176772,4428
972567,6209
805247,5062
884687,0
644776,2995
647433,7668
280217,5572
827805,12342
656566,11475
373585,5884
138763,10631
34734,4291
362979,4986
630641,12178
1009523,6202
15140,5177
1011951,5076
512351,21509
448588,0
731007,6764
321515,8875
1013876,10772
254592,8403
276725,4639
725924,3128
923086,3594
121667,4607
981345,4055
861710,5055
765902,3559
236035,5674
161308,13426
123107,3966
64241,7773
134976,0
776215,2926
41426,4822
270715,0
411706,3989
213441,4166
411215,3901
490822,4037
732405,0
817890,2845
588052,6662
444585,7483
326191,8963
118620,3847
332804,6550
91750,5850
575188,4325
984735,12456
390860,3677
317065,7415
170405,0
439298,3289
673821,6870
417526,5779
832014,13069
1001898,2523
503414,9867
570245,9839
847603,4285
568946,4892
407189,5952
719478,7447
467987,18798
246981,10155
321168,5223
664378,6822
744890,6728
486187,7226
409366,11784
932803,4501
121745,4160
236106,9267
486759,9175
912280,0
438677,4941
612129,8596
419687,2061
194083,4452
307042,6010
197132,5049
391080,5998
176733,4465
154525,9807
847503,8030
115918,6395
296525,4336
114457,6514
552789,2855
943425,4304
300973,5433
89498,6489
328163,7482
652658,3785
961354,4241
965900,10129
295379,9028
76231,14377
634848,8779
152490,8571
164047,5334
186472,7557
767169,16074
66645,0
117166,7874
241968,8282
154400,9422
1011386,4591
824873,11069
28981,5740
519497,0
718124,0
207485,0
826290,6503
582044,2610
595839,2787
649325,4635
226698,9246
661586,2859
71345,6272
643421,5366
218464,5441
324809,7049
342120,10460
438188,5256
587704,12692
987852,3608
1010234,2104
80747,7036
707718,3705
32212,8919
763137,8449
972125,0
901494,7542
164618,6458
616003,8740
769857,5000
3910,3985
274614,0
883720,0
133308,9877
80866,5895
140394,8853
362838,5281
472670,3601
88711,9644
78466,7070
836721,0
361967,5194
993174,9529
601071,3718
836432,6304
801847,6158
27028,5108
382192,5763
350855,4881
369870,0
274625,6399
904136,6279
967460,6881
713928,9063
648818,7912
216775,7356
81968,5972
932906,4889
502536,0
17668,5129
935823,7109
621077,5934
812858,6364
38634,4408
526577,7819
657145,8134
356266,6965
663221,9764
599549,5005
511396,9809
280912,2081
684049,0
175558,9675
74803,15627
696163,6636
632924,4029
45531,4477
25302,6170
235129,12286
843334,5971
939274,1541
333624,5534
907672,5890
351309,0
188059,3274
33470,4439
20298,5021
712997,5579
282618,4815
539341,3586
759290,0
540510,8885
420468,5532
434574,0
363258,4531
842966,7544
957778,0
647275,0
120773,5361
625643,10898
650785,5519
810952,0
557073,5835
216111,4584
831178,8717
141707,0
791077,9132
954786,0
655112,8027
52025,0
333140,5587
682696,7165
473113,5878
683008,6932
117440,10519
453472,16709
874699,6394
783957,4569
870054,6134
268405,8618
717664,17909
812853,11075
509,0
200516,5477
436020,9931
941135,14427
83802,0
221166,5210
32198,10115
595953,5625
644257,0
442149,5270
862982,7242
982664,3977
782898,8545
822845,0
781668,0
978025,6945
25011,3968
429035,12155
684215,3733
999213,6481
504498,3884
516734,0
218802,6660
808866,7819
636831,9071
246701,0
640244,3404
234461,0
743124,4839
802387,8363
659505,0
352894,15162
97290,8701
389632,0
888173,11657
390727,4122
32769,0
267969,7895
654030,3916
429097,17252
389367,9413
707397,0
65297,0
479380,13586
540775,19358
283639,5415
88939,4505
262452,9867
858108,6254
22155,9766
690819,5296
818625,2045
686861,0
60339,7023
929696,7710
422649,6600
171846,5390
260982,4361
152837,0
905386,5079
1003321,9269
627087,9799
878279,11613
958597,7934
239553,9692
285793,3349
117672,6478
996430,14003
280382,5215
268527,4287
72492,6780
77524,8938
671566,5975
439055,2789
64242,7104
875635,4595
257744,0
413714,0
152326,6129
588305,7008
933930,7481
325554,10561
403232,0
375829,7204
604803,5285
314713,0
659000,5948
681794,5973
354987,8904
460417,5820
180438,7078
74579,8584
188014,1997
784959,5107
726579,6278
523029,8794
587264,13873
669057,4395
83838,4911
20784,4004
764755,9781
739196,2771
893349,10940
455232,3468
574253,2868
707832,6919
867535,5473
397449,4221
343090,12794
944644,4201
100372,6535
500714,0
1002672,8517
267620,5897
584873,4296
665584,0
770386,6804
214719,3852
144637,6622
474,0
422167,9312
414146,5853
657645,5783
906921,10091
386743,8103
347792,6350
196256,4844
415663,0
735835,7113
53260,4720
997537,6063
54657,7595
113253,5848
389626,5658
154087,4877
777931,6562
830388,0
894897,7206
217246,4786
13299,7072
173946,3906
287414,7963
755479,9747
467423,20880
516891,3882
937790,5068
242124,9458
392447,10195
590456,0
404773,10979
51066,6095
369196,6666
531891,5301
93910,0
476599,17683
707445,5679
122852,6585
746568,9511
784888,0
886099,1423
282895,5320
500869,0
37435,0
652341,7999
629384,6066
535492,8759
370883,3480
598789,8967
5716,7984
172880,12487
520515,9206
469073,6455
854904,0
981179,0
55795,0
421450,7837
335816,7730
73343,5770
75120,4458
704715,0
282698,0
560903,13435
622559,8718
24032,14675
1002253,6281
1010236,7301
405173,0
473515,4668
620628,11839
281626,699
190381,14122
128284,3771
187407,6685
633095,0
817393,3018
468271,4760
468665,0
1014166,8961
731138,5100
692706,6778
77512,5393
648149,4640
569608,4603
803201,2409
888456,7590
318363,6081
127390,0
161425,0
155221,6530
209531,3398
511637,8191
403688,0
219895,4645
385488,14905
900892,5735
569948,4742
636541,0
57843,8184
823078,4359
397545,6058
856994,4292
94150,0
826446,4271
379197,0
372281,0
208791,5570
18405,7446
342329,10292
974845,3461
454020,6945
775215,8058
152504,6708
403217,3966
315050,4505
198628,6982
995778,12325
739526,10669
520361,9546
641634,9945
535021,10211
296283,0
848347,3961
737601,4586
584037,7764
108999,0
783493,3192
390866,8680
295171,7752
357393,6782
523163,0
613264,7530
520395,8096
878014,9068
407835,7265
960782,9422
562878,8099
387216,4096
898843,5397
963594,6017
227830,19693
854802,0
940659,12495
547115,4343
962660,0
898185,6248
634666,10918
689988,0
735656,8207
306367,4773
83322,7351
689918,0
988746,4379
618340,8398
972572,5708
370749,0
647912,7091
779999,5341
196710,4208
126395,0
214647,4656
416514,4927
433654,6699
318837,5992
817009,2676
794233,7424
19797,5872
437346,8173
182062,5295
951000,6616
834541,5092
7953,0
492271,3637
389997,8992
208014,0
224506,7106
188024,2622
570721,8622
963294,5043
649531,6487
174821,4343
664719,0
632011,5760
407983,7310
907248,9359
180071,0
894778,0
493019,5614
310400,6250
286136,3421
875708,0
761360,6485
437992,4260
591854,5953
417752,10211
530466,0
378394,4915
158124,8024
110195,4250
522938,11078
726214,0
731693,4244
847650,1326
216572,7450
235308,9518
170597,6614
941385,9957
553684,2858
249353,2877
594796,5238
762425,1968
557093,4597
456051,4787
1001692,6191
376216,7224
567694,5694
929963,7358
982923,0
792724,8704
331454,3682
328206,5508
24320,11162
45966,7842
136085,10798
756539,10394
137052,6707
366201,4238
585089,3309
766293,4480
335492,8074
44854,2580
349581,0
242068,5536
254865,6835
483981,5245
473692,0
653661,12405
402923,2848
607649,9490
985081,8341
892731,3932
33918,4743
236591,14160
917857,7776
458258,0
1014007,7434
296259,4312
442248,6732
524255,6462
931931,5662
782853,0
988070,4840
535239,7308
701522,4211
613802,0
102216,0
88645,0
907042,11946
414612,4892
133030,0
919747,6057
752154,7149
642251,11185
479824,8225
172846,9432
687189,15515
982574,3605
64492,9884
325648,12505
421784,0
106682,5390
774722,5108
866062,6627
653567,8138
356224,4802
367439,8865
431601,0
569008,0
642331,8445
569558,0
574830,0
508877,2332
327406,8114
863277,13571
371877,4586
539090,4236
717098,24629
10610,10692
8501,4865
885573,8144
399693,7194
781002,11240
685045,9096
700825,8258
515254,4485
20446,5440
514298,4364
291571,6416
756934,8344
258218,7604
800851,4384
337778,5076
768262,13356
877969,8903
963216,2783
769074,4052
497137,19329
696200,8839
364200,5305
582984,8550
271953,5755
225925,9466
843481,5656
583298,12032
979246,0
735074,9481
20284,4612
30180,6935
964374,0
528087,13191
406703,0
70990,2660
785880,4782
808924,7375
88007,10693
325133,0
109695,6329
630988,9114
801551,8209
451216,8710
836590,4486
334168,7787
691718,0
626910,1370
578091,7678
453416,7816
651312,4546
976563,0
634692,0
432821,4535
912638,2949
527236,10094
760767,4593
836783,7222
274668,8319
781797,4610
940909,8559
653289,6729
796624,4857
157845,4465
358100,7078
436340,7203
360092,3157
128905,3941
805035,4720
317327,0
658941,0
576851,7668
540099,5548
839042,0
277442,4428
656612,11710
651395,6547
333137,2889
572423,4521
294887,4465
621817,4841
434851,0
688731,0
641841,7398
694733,0
311940,8728
186314,4053
934839,6570
808506,6675
961129,6196
990909,13277
382216,6705
8874,7707
752258,0
267424,5336
985146,11555
325858,12777
537763,5278
471436,3514
920083,4461
1004893,7487
905448,9111
109681,5956
322249,7713
397551,6995
822752,9788
961153,4449
148298,0
988754,10283
682484,3839
830744,3965
791828,6808
497713,11078
368218,5476
591919,6087
242823,6317
588186,5306
530416,9072
705733,9620
581802,3434
882141,0
905014,9806
56523,0
720082,5966
445342,0
382828,5433
1004707,10720
308501,0
191103,13229
488300,10061
978640,0
932189,4425
689646,3484
404813,13636
818361,7433
72842,7795
958341,5301
270861,5584
604403,3226
436389,12538
895151,5048
371564,3637
372692,5612
510808,9704
591843,6329
4624,6477
75143,2904
550187,4522
219516,6895
324024,4746
781392,5290
988790,0
121854,4878
693741,2776
891575,4692
548977,6827
506586,5862
1015711,19175
682806,3840
695706,4925
967812,6841
865998,5409
989022,9249
555851,3648
461533,5822
816896,0
629572,6550
785229,6742
804593,6697
459262,4801
251227,0
765395,10648
654592,0
257495,4175
566705,2411
441243,6733
324895,0
358727,2751
363064,4943
794693,0
465895,5583
697248,5274
232803,0
276057,5459
600195,4814
967748,5683
944141,5524
228930,0
4868,3783
997560,3600
195411,7921
53898,5245
578903,4605
900662,0
452935,6923
181039,0
373372,5411
15285,0
699478,17518
678975,6099
298057,5052
338530,0
890551,4100
417241,7919
197551,3293
883840,2579
656621,7780
664499,7622
330389,0
512109,13306
120286,4836
477884,11774
12242,0
352653,10648
404306,13665
663915,7446
885043,6499
896377,11146
460354,4109
637812,0
269566,0
707081,3318
305172,14863
479646,8484
611970,6518
562053,7851
747330,5561
904458,4890
11892,5093
945439,5927
418072,0
411918,3677
688979,6833
840269,4514
268613,7422
694527,5419
140181,7563
919620,5453
851170,8567
228883,9647
348708,21262
977496,4360
782503,0
933342,11201
527978,6297
140874,12008
867879,2442
811126,4774
667569,14382
395597,3980
198698,3228
588476,5584
285028,6750
775265,0
600491,4141
731615,8231
34107,0
709111,0
387358,0
695667,5049
268770,6601
761923,0
803232,0
202770,6745
201675,4882
502633,14191
51257,9419
81343,8013
408587,0
347238,0
340056,5973
833588,3868
481576,0
585559,0
701806,5251
989208,4600
664100,7428
715359,4126
725517,0
879651,0
72694,7733
309060,6319
657024,9441
268617,0
628551,6136
801583,0
928006,9671
504421,4718
123483,5501
592075,7878
280610,5912
637317,4890
901532,2903
909294,5193
346908,8735
309805,4860
612010,7932
28786,4985
974031,3985
736643,7481
107363,5934
979428,0
519850,4576
788586,0
386051,14838
451849,6829
904539,0
709110,5361
361042,14112
355052,9844
977535,7995
268619,7675
537094,2274
798176,15028
494316,1804
156431,7445
896582,5090
691683,0
438012,3015
399980,7379
890974,6443
654347,4420
699606,12405
139010,7260
129688,5266
74225,9864
360937,8296
845522,7717
594277,6307
1009488,5647
652499,6382
920947,8830
764149,5729
1008177,3187
877706,8860
880841,4550
669461,3933
875004,0
357202,5491
210182,4033
615601,8558
378509,7239
217579,0
948311,10400
849160,8135
685708,10545
992753,4509
620806,13120
4495,1778
496356,13320
297196,15115
975553,5330
643157,10094
827240,5286
785572,11851
260644,6512
945017,4889
746846,0
666409,4675
695947,2884
512431,11848
1763,0
217921,7078
537733,4585
102207,6121
766954,14775
24083,6935
550677,7566
107352,10656
641346,6450
342233,11523
380020,0
988341,5549
221287,6049
260492,9563
154027,6577
685723,9025
69626,12246
343808,7437
677354,6921
887540,15359
944183,3935
791620,4686
168906,0
174120,4798
161733,0
868177,4998
909629,4077
968230,5333
298200,3327
785924,8406
668837,9435
193601,9400
57052,0
410814,5621
439104,4340
986667,8663
29440,12165
10049,4961
722952,3701
484480,4470
737536,5614
91088,9274
864114,4898
168960,7132
786819,4894
679175,3892
21177,11538
826664,0
958843,0
965860,9688
765687,6614
115312,0
123795,5054
896490,7634
418785,7851
980658,13082
603784,6452
646397,3683
195843,3366
312917,7334
685808,4919
670486,4465
884291,0
121482,4172
280430,6475
44895,3815
923081,0
105512,5405
140700,0
691408,5394
483483,4793
884383,1096
763832,0
706120,4179
189215,6696
498337,0
416855,3764
539020,3832
635397,16392
914572,7361
606243,5450
674318,8470
119608,7329
923462,3547
79893,7511
723829,2216
888073,10334
498770,6137
2746,8245
29818,9478
988498,5926
667926,4906
5102,5783
219104,4701
70437,2615
602270,7670
426798,4417
832976,7624
975703,7135
605548,6783
173514,4177
5078,6093
91317,0
911796,5444
421632,0
421796,5784
825062,10755
1000869,12317
821566,4907
722930,2122
362432,6034
600903,3000
262500,8606
89779,4974
690848,8402
467683,0
402471,5317
1007926,2962
477846,9853
193981,12775
253187,10152
150744,10321
884618,4334
958277,10459
303619,5851
146400,7324
884034,2602
47742,4848
606726,4910
409775,8281
495769,15486
916965,8020
74566,0
687200,9614
36678,4844
697712,6101
348610,8981
758222,0
409371,17351
130866,8627
305543,10836
146929,8465
999258,6828
392920,7654
273356,5345
910960,0
663338,10204
393356,0
476048,7950
207582,10834
185867,0
748794,7586
185751,9703
549852,0
231767,4574
660117,4690
636940,0
971216,2652
590670,3216
580590,8137
297101,6442
171028,0
374355,7147
693218,9305
437303,10647
280665,5447
284658,0
799005,5267
431268,3935
804475,4557
481816,6971
63830,6230
622343,12320
790573,6810
180806,5198
818125,9863
295647,4830
5418,5365
589636,5537
889093,9017
544903,4886
96674,7203
717876,0
399726,7004
303332,5619
522974,0
39545,4407
920799,6622
125730,8339
928257,17894
56131,0
699810,12299
743155,5685
400641,3801
72182,4042
11817,4059
803246,0
741087,6553
915507,4824
915947,4427
76816,5274
202245,0
364400,9818
592893,0
172720,9355
909829,4392
98611,6983
174351,3715
669705,8443
706493,3635
819190,3779
409438,0
293008,6153
145193,7815
236522,9440
277374,5236
241429,2202
992614,0
353158,0
628882,8894
699938,10666
850935,5692
175706,11457
293159,6488
220157,11192
976868,0
324464,0
366252,4542
691820,8857
517142,4753
855027,5553
195003,0
353877,12414
164023,7146
517529,0
961898,5899
782604,5370
519965,3261
823084,6081
693652,3378
369202,7046
346601,16791
483592,1808
159091,5089
671718,6462
657481,0
484033,4929
928923,9704
839356,7758
266316,7326
171029,7216
517614,7717
475960,8558
226929,4872
214213,6287
430055,8171
101733,0
769299,5063
549587,6022
643900,8909
843562,11066
273739,4266
397090,5761
848355,4019
822612,11106
600112,6345
140404,7886
932005,0
705846,8180
412603,5782
894593,0
86951,4712
596241,0
1017013,8157
986708,8592
126163,5620
791696,4715
47095,6200
221036,8682
65968,4141
409462,9729
785506,8535
108796,0
101963,7871
835085,8900
762578,0
179755,6953
223258,5112
570694,10486
808625,5156
367061,5185
115668,0
263398,7906
686325,0
51218,14564
565146,7025
409848,0
839308,7292
16336,5030
80491,0
679063,3848
342084,10147
181637,4315
855032,5343
752574,15525
507657,0
540520,10261
175839,13268
766759,15029
987665,5991
689181,6701
424000,7892
701126,5304
546315,0
304308,12054
42772,7257
459083,6093
748644,4822
918422,6954
274571,8866
